"grdc_no","wmo_reg","sub_reg","river","station","country","latitude","longitude","area","altitude","d_start","d_end","d_yrs","d_miss","m_start","m_end","m_yrs","m_miss","t_start","t_end","t_yrs","lta_discharge","r_volume_yr","r_height_yr"
"1160950","1","60","BUFFELJAGSRIVIER","SUURBRAAK (27694303)","ZA","-34.002778","20.656111","440","107","1949","1992","44","25.15402993","","","","","1949","1992","44","1.747","0.055093392","125.2122545"
"1160955","1","60","HUISRIVIER","BARRYDALE (27694304)","ZA","-33.910556","20.713056","10","355","1949","2018","70","6.708562451","","","","","1949","2018","70","0.166","0.005234976","523.4976"
"1160957","1","60","GROOTKLOOF","SPARKENBOSCH (27694307)","ZA","-34.020278","20.535556","25","90","1951","2018","68","8.746910829","","","","","1951","2018","68","0.372","0.011731392","469.25568"
"1160960","1","60","KAFFERKUILSRIVIER","FARM 216 (27694105)","ZA","-34.0925","21.294167","229","93","1969","2018","50","2.951235658","","","","","1969","2018","50","1.412","0.044528832","194.449048"
"1160965","1","60","KRUISMANSRIVIER","KRUIS RIVER (27694104)","ZA","-34.015","21.289167","50","211","1969","2011","43","0.771090636","","","","","1969","2011","43","0.446","0.014065056","281.30112"
"1160970","1","60","MLALAZI","ESHOWE (27650304)","ZA","-28.872778","31.457222","20","481","1948","2018","71","4.591737214","","","","","1948","2018","71","0.097","0.003058992","152.9496"
"1160971","1","60","MATIGULU","NATIVE RESERVE 21 (27650310)","ZA","-29.010278","31.459167","448","94","1965","1992","28","13.32122313","","","","","1965","1992","28","1.515","0.04777704","106.6451786"
"1160974","1","60","MLALAZI TRIBUTARY","ESHOWE (27650325)","ZA","-28.872778","31.457222","20","480","1959","1990","32","1.45972717","","","","","1959","1990","32","0.011","0.000346896","17.3448"
"1160975","1","60","MHLATUZE","RIVERVIEW (27650309)","ZA","-28.748056","31.745556","2428","54","1962","2018","57","20.30432017","","","","","1962","2018","57","4.303","0.135699408","55.88937727"
"1196100","1","96","ELEFANTES, RIO DOS","FINALE (27521009)","ZA","-24.331111","30.741389","42714","437","1960","2015","56","27.41943493","","","","","1960","2015","56","24.159","0.761878224","17.83673325"
"1196101","1","96","ELEFANTES, RIO DOS","ZEEKOEGAT (27526002)","ZA","-24.268056","29.801111","31627","725","1948","1980","33","3.896103896","","","","","1948","1980","33","38.818","1.224164448","38.70630942"
"1196102","1","96","ELEFANTES, RIO DOS","LOSKOP NOORD (27527001)","ZA","-24.926389","29.389444","16622","832","1938","2011","74","5.453862056","","","","","1938","2011","74","4.928","0.155409408","9.349621466"
"1196103","1","96","ELEFANTES, RIO DOS","MOOIFONTEIN (27529001)","ZA","-25.809167","29.319444","3957","1420","1904","1951","48","1.992795724","","","","","1904","1951","48","4.634","0.146137824","36.93146929"
"1196110","1","96","HARTBEESLOOP","ELANDSPRUIT (27529002)","ZA","-25.818889","29.3375","247","1434","1956","2018","63","4.832386238","","","","","1956","2018","63","0.308","0.009713088","39.32424291"
"1196120","1","96","BRONKHORSTSPRUIT","ROODEPOORT (27528001)","ZA","-25.7925","28.755","1599","1379","1904","1951","48","2.020084073","","","","","1904","1951","48","1.145","0.03610872","22.58206379"
"1196130","1","96","EDENDALSPRUIT","LEEUWFONTEIN (27547029)","ZA","-25.646944","28.390278","126","1220","1962","2018","57","1.554784139","","","","","1962","2018","57","0.129","0.004068144","32.28685714"
"1196140","1","96","GA-SELATI","MASUNGA RIVER (27521008)","ZA","-24.009167","30.672222","841","491","1956","1998","43","6.837277917","","","","","1956","1998","43","1.322","0.041690592","49.57264209"
"1196141","1","96","GA-SELATI","CALAIS (27521003)","ZA","-24.12263","30.358379","85","667","1948","1972","25","33.62359224","","","","","1948","1972","25","0.161","0.005077296","59.73289412"
"1196142","1","96","GA-SELATI","CALAIS (27521014)","ZA","-24.123889","30.355278","84","678","1973","2018","46","4.274227677","","","","","1973","2018","46","0.236","0.007442496","88.60114286"
"1196150","1","96","NGWABITSI","HARMONY (27521010)","ZA","-24.035","30.433333","323","560","1960","2018","59","9.465426531","","","","","1960","2018","59","0.687","0.021665232","67.07502167"
"1196160","1","96","KLASERIERIVIER","FLEUR DE LYS (27521004)","ZA","-24.556111","31.032222","136","568","1950","2018","69","9.84305835","","","","","1950","2018","69","0.872","0.027499392","202.2014118"
"1196170","1","96","DWARSRIVIER","DWARS RIVER (27525009)","ZA","-24.911944","30.103056","445","894","1966","2018","53","4.96595076","","","","","1966","2018","53","0.64","0.02018304","45.35514607"
"1196180","1","96","WATERVALRIVIER","MODDERSPRUIT (27525005)","ZA","-25.035833","30.219167","189","1478","1960","2018","59","0.051686872","","","","","1960","2018","59","0.703","0.022169808","117.3005714"
"1196190","1","96","TREURRIVIER","WILLEMSOORD (27524003)","ZA","-24.686944","30.813611","94","1153","1959","2018","60","0.558865641","","","","","1959","2018","60","1.435","0.04525416","481.427234"
"1196200","1","96","TSENDE","MOOIPLAAS - KRUGER NAT. PARK (27523011)","ZA","-23.526667","31.403333","441","318","1960","2018","59","2.38941829","","","","","1960","2018","59","0.075","0.0023652","5.363265306"
"1196210","1","96","SHISHA","VLAKTEPLAAS/KRUGER NAT. PARK (27522001)","ZA","-22.837778","31.237222","696","354","1960","2018","59","8.086113083","","","","","1960","2018","59","0.332","0.010469952","15.04303448"
"1196300","1","96","MATLABASRIVIER","HAARLEM EAST (27546004)","ZA","-24.1594","27.479167","1054","952","1962","2018","57","0.725661131","1962","2001","40","32.40343348","1962","2018","57","1.009","0.031819824","30.18958634"
"1196310","1","96","MUTSHINDUDI","CHIBASE (27541002)","ZA","-22.907778","30.528056","104","542","1931","2000","70","7.258322663","","","","","1931","2000","70","0.993","0.031315248","301.1081538"
"1196320","1","96","MUTALE","TENGWE (27541004)","ZA","-22.770833","30.538889","326","580","1932","2004","73","0.99379355","","","","","1932","2004","73","3.548","0.111889728","343.2200245"
"1196330","1","96","LUVUVHU","WELTEVREDEN (27541001)","ZA","-23.112222","30.389444","918","578","1912","2006","95","1.032167258","","","","","1912","2006","95","2.033","0.064112688","69.83952941"
"1196350","1","96","MAGALIESRIVIER","SCHEERPOORT","ZA","-25.776944","27.761111","1171","1179","1922","2018","97","0.140268514","1922","2001","80","0.94637224","1922","2018","97","0.962","0.030337632","25.90745687"
"1196360","1","96","MOKOLO","ZANDRIVIER (27546002)","ZA","-24.282778","28.089722","1801","1142","1948","2018","71","4.522710523","","","","","1948","2018","71","1.38","0.04351968","24.16417546"
"1196370","1","96","STERKSTROOM","DOORNSPRUIT (27546008)","ZA","-24.216389","27.973056","499","1044","1964","2018","55","0.594451783","","","","","1964","2018","55","1.183","0.037307088","74.76370341"
"1196380","1","96","TAMBOTIERIVIER","BLAKENEY (27546007)","ZA","-23.763611","27.908056","399","867","1962","2018","57","10.77350761","","","","","1962","2018","57","0.305","0.00961848","24.10646617"
"1196400","1","96","LIMPOPO RIVER","BOTSWANA OXENHAM RANCH","ZA","-22.950762","27.973589","98160","770","1959","2002","44","26.0847207","1959","2001","43","52.18253968","1959","2002","44","21.356","0.673482816","6.861071883"
"1196410","1","96","KROKODILRIVIER","ZWARTKOP (27547050)","ZA","-25.991389","27.841944","149","1357","1973","2018","46","0.794902913","","","","","1973","2018","46","0.535","0.01687176","113.2332886"
"1196415","1","96","STERKSTROOM","GROOTFONTEIN (27547053)","ZA","-25.809167","27.475833","88","1276","1973","2018","46","4.664918593","","","","","1973","2018","46","0.347","0.010942992","124.3521818"
"1196420","1","96","WATERKLOOFSPRUIT","RIETVALLEI (27547039)","ZA","-25.72","27.185556","4","1480","1971","2018","48","3.404329609","","","","","1971","2018","48","0.029","0.000914544","228.636"
"1196425","1","96","SELONSRIVIER","MOEDWIL (27547032)","ZA","-25.637222","27.026944","517","1119","1963","2018","56","4.055405541","","","","","1963","2018","56","0.166","0.005234976","10.12567892"
"1196430","1","96","KLEIN-MARICORIVIER","LITTLE-MARICOPOOERT (27548001)","ZA","-25.538056","26.103556","1180","1171","1906","1939","34","0.496606522","","","","","1906","1939","34","0.181","0.005708016","4.837301695"
"1196435","1","96","MALMANIELOOP","NAAUWPOORT (27548018)","ZA","-25.814222","26.049139","138","1460","1970","1992","23","2.325581395","","","","","1970","1992","23","0.125","0.003942","28.56521739"
"1196500","1","96","SANDRIVIER","ZAMENKOMST (27543003)","ZA","-23.067423","29.578913","6731","831","1947","1995","49","8.40685298","","","","","1947","1995","49","0.47","0.01482192","2.20203833"
"1196550","1","96","LIMPOPO RIVER","BEITBRUG U/S","ZA","-22.224444","29.986944","201000","423","1955","1992","38","25.73121066","1955","1987","33","35.90425532","1955","1992","38","61.395","1.93615272","9.632600597"
"1196551","1","96","LIMPOPO RIVER","BEIBRUG D/S","ZA","-22.226111","29.990278","201001","428","1992","2019","28","3.714049245","1992","2001","10","45.28301887","1992","2019","28","42.326","1.334792736","6.640726842"
"1196560","1","96","BAD SE LOOP","VISCHGAT (27544010)","ZA","-24.578611","28.639444","70","1153","1964","2018","55","2.156634435","","","","","1964","2018","55","0.078","0.002459808","35.14011429"
"1196561","1","96","OLIFANTSPRUIT","OLIFANTSPOORT (27544012)","ZA","-24.665278","28.475","120","1174","1966","2018","53","0.615809311","","","","","1966","2018","53","0.219","0.006906384","57.5532"
"1196562","1","96","RASLOOPRIVIER","SUSSENSVALE (27544018)","ZA","-24.771389","28.348056","12","1203","1973","2018","46","1.230452176","","","","","1973","2018","46","0.031","0.000977616","81.468"
"1196563","1","96","RIETSPRUIT","RIETSPRUIT (27544019)","ZA","-24.663056","28.454722","17","1200","1973","2018","46","6.398827696","","","","","1973","2018","46","0.036","0.001135296","66.78211765"
"1196564","1","96","MIDDELFONTEINSPRUIT","MIDDELFONTEIN (27544020)","ZA","-24.671389","28.560278","43","1138","1973","2018","46","1.10895649","","","","","1973","2018","46","0.095","0.00299592","69.67255814"
"1196565","1","96","DE WETSPRUIT","GROENVALEY (27544021)","ZA","-24.633333","28.596389","16","1176","1973","2018","46","4.544630447","","","","","1973","2018","46","0.042","0.001324512","82.782"
"1196566","1","96","HARTEBEESTLAAGTESPRUIT","HARTEBEESTLAAGTE (27544022)","ZA","-24.602039","28.607493","2","1196","1973","1997","25","2.922590837","","","","","1973","1997","25","0.006","0.000189216","94.608"
"1196570","1","96","LEPHALALA","MUISVOGELKRAAL (27545004)","ZA","-23.981667","28.399444","638","1163","1955","2018","64","1.043750544","","","","","1955","2018","64","2.236","0.070514496","110.5242884"
"1196600","1","96","ELEFANTES, RIO DOS","WOLWEKRANS","ZA","-26.006389","29.253889","3256","1517","1972","2018","47","2.413652037","1972","2001","30","0.286532951","1972","2018","47","4.512","0.142290432","43.70099263"
"1196700","1","96","BLYDERIVIER","WILLEMSOORD (27524001)","ZA","-24.68","30.801944","514","832","1911","2018","108","31.004244","1911","2001","91","35.694315","1911","2018","108","5.29","0.16682544","324.5631128"
"1197001","1","97","INCOMATI, RIO","TONGA (27613103)","ZA","-25.682222","31.781667","8864","215","1939","2018","80","3.647742203","","","","","1939","2018","80","20.239","0.638257104","72.00553971"
"1197100","1","97","POPONYANE","VRIESLAND (27613120)","ZA","-25.838889","30.684167","48","1079","1973","2018","46","0.497754037","","","","","1973","2018","46","0.103","0.003248208","67.671"
"1197200","1","97","NWANEDZI","WENELA DRIFT (27611004)","ZA","-24.449444","31.976667","928","159","1960","2018","59","18.97233202","","","","","1960","2018","59","0.305","0.00961848","10.36474138"
"1197300","1","97","INCOMATI, RIO","HOOGGENOEG (27613101)","ZA","-26.036111","30.9975","5540","746","1909","2018","110","4.862680123","1909","2001","93","5.887681159","1909","2018","110","14.643","0.461781648","83.35408809"
"1197310","1","97","MLUMATI","LOMATI (27613114)","ZA","-25.673611","31.575278","1122","274","1968","2018","51","7.698999565","","","","","1968","2018","51","4.996","0.157553856","140.4223316"
"1197500","1","97","KROKODILRIVIER","TENBOSCH (27613216)","ZA","-25.363611","31.955556","10379","140","1960","2018","59","8.735265111","","","","","1960","2018","59","18.64","0.58783104","56.6365777"
"1197501","1","97","KROKODILRIVIER","KARINO (27613206)","ZA","-25.469722","31.088056","5131","519","1929","2018","90","0.14732965","","","","","1929","2018","90","16.421","0.517852656","100.9262631"
"1197502","1","97","KROKODILRIVIER","MONTROSE (27613213)","ZA","-25.448611","30.711667","1512","793","1959","2018","60","4.087417703","","","","","1959","2018","60","5.304","0.167266944","110.6262857"
"1197510","1","97","MBYAMITIRIVIER","KRUGER NATIONAL PARK (27613218)","ZA","-25.278333","31.6225","623","259","1960","1997","38","3.058470765","","","","","1960","1997","38","0.251","0.007915536","12.70551525"
"1197520","1","97","WITRIVIER","GOEDE HOOP (27613223)","ZA","-25.462222","31.083056","308","537","1962","1992","31","1.7578125","","","","","1962","1992","31","0.192","0.006054912","19.65880519"
"1197530","1","97","NELSPRUIT","BOSCHRAND (27613205)","ZA","-25.4325","30.965556","640","645","1929","2018","90","0.814202632","","","","","1929","2018","90","2.75","0.086724","135.50625"
"1197540","1","97","HOUTBOSLOOP","SUDWALASKRAAL (27613214)","ZA","-25.382222","30.701389","252","819","1958","2018","61","4.916236819","","","","","1958","2018","61","1.666","0.052538976","208.488"
"1197550","1","97","ELANDSRIVIER","LINDENAU (27613215)","ZA","-25.490278","30.698333","1557","833","1959","2018","60","3.600903684","","","","","1959","2018","60","6.289","0.198329904","127.3795145"
"1197551","1","97","ELANDSRIVIER","GELUK (27613211)","ZA","-25.646389","30.2775","398","1499","1956","1999","44","0.868407708","","","","","1956","1999","44","1.589","0.050110704","125.9062915"
"1197555","1","97","DAWSONS SPRUIT","GELUK (27613212)","ZA","-25.658333","30.260278","93","1521","1956","2018","63","0.17649914","","","","","1956","2018","63","0.297","0.009366192","100.7117419"
"1197560","1","97","SUIDKAAPRIVIER","GLENTHORPE (27613224)","ZA","-25.711667","30.835","82","859","1964","2018","55","2.764416992","","","","","1964","2018","55","0.558","0.017597088","214.5986341"
"1197561","1","97","HOUTBOSLOOP","ELANDSDRIFT (27613225)","ZA","-25.289167","30.567778","25","1121","1966","1992","27","0.986528058","","","","","1966","1992","27","0.347","0.010942992","437.71968"
"1197562","1","97","BEESTEKRALSPRUIT","ELANDSDRIFT (27613226)","ZA","-25.2875","30.570833","14","1149","1966","1992","27","2.142326864","","","","","1966","1992","27","0.162","0.005108832","364.9165714"
"1197563","1","97","BLYSTAANSPRUIT","ELANDSDRIFT (27613227)","ZA","-25.2975","30.595556","77","1019","1966","1992","27","2.028677642","","","","","1966","1992","27","0.736","0.023210496","301.435013"
"1197564","1","97","KANTOORBOSSPRUIT","ELANDSDRIFT (27613228)","ZA","-25.295556","30.566944","5","1141","1966","1992","27","1.527203309","","","","","1966","1992","27","0.037","0.001166832","233.3664"
"1197570","1","97","WITRIVIER","THE RANCH (27613202)","ZA","-25.315833","31.055278","180","821","1927","1947","21","0.423150423","","","","","1927","1947","21","0.972","0.030652992","170.2944"
"1197580","1","97","NOORDKAAPRIVIER","BELLEVUE (27613210)","ZA","-25.610833","30.874722","128","844","1948","2018","71","3.795213384","","","","","1948","2018","71","0.872","0.027499392","214.839"
"1197590","1","97","SUIDKAAPRIVIER","BORNMANS DRIFT (27613231)","ZA","-25.73","30.978333","265","659","1966","2018","53","2.725608161","","","","","1966","2018","53","1.031","0.032513616","122.6928906"
"1197591","1","97","SUIDKAAPRIVIER","INLOOP (27613230)","ZA","-25.716389","30.7875","59","1081","1966","1992","27","3.113747087","","","","","1966","1992","27","0.507","0.015988752","270.9957966"
"1197595","1","97","QUEEN'S RIVER","SASSENHEIM (27613208)","ZA","-25.785833","30.924167","182","730","1948","2018","71","2.032284288","","","","","1948","2018","71","0.651","0.020529936","112.8018462"
"1197700","1","97","SABIE, RIO","PERRYS FARM (27612006)","ZA","-25.030556","31.126389","762","473","1958","2000","43","1.727104288","","","","","1958","2000","43","5.958","0.187891488","246.5767559"
"1197701","1","97","SABIE, RIO","SABIE (27612001)","ZA","-25.088889","30.777778","168","987","1948","2018","71","1.657501355","","","","","1948","2018","71","1.961","0.061842096","368.1077143"
"1197705","1","97","KLEIN-SABIERIVIER","SABIE (27612002)","ZA","-25.091667","30.778056","54","983","1964","2018","55","0.324642893","","","","","1964","2018","55","0.409","0.012898224","238.856"
"1197710","1","97","NOORD-SANDRIVIER","DE RUST (27612004)","ZA","-25.076111","31.130278","216","530","1948","2018","71","2.569062911","","","","","1948","2018","71","0.958","0.030211488","139.868"
"1197720","1","97","WHITE WATERS RIVER","ETNA (27612007)","ZA","-25.153611","31.002222","45","893","1963","1991","29","4.435047694","","","","","1963","1991","29","0.317","0.009996912","222.1536"
"1197730","1","97","MAC-MAC RIVER","GEELHOUTBOOM (27612003)","ZA","-24.993056","30.814167","52","1218","1948","2018","71","0.313698153","","","","","1948","2018","71","0.857","0.027026352","519.7375385"
"1197740","1","97","SANDRIVIER","EXETER (27612008)","ZA","-24.753333","31.388333","1077","370","1967","2018","52","14.91396815","","","","","1967","2018","52","2.757","0.086944752","80.72864624"
"1199100","1","99","UMPULUZI","BUSBY (27632211)","ZA","-26.279722","30.594167","906","1517","1963","2018","56","3.893760962","1963","2001","39","0.438596491","1963","2018","56","1.218","0.038410848","42.39607947"
"1199110","1","99","JESSIEVALE SPRUIT","JESSIEVALE FOR. RES. (27632201)","ZA","-26.260556","30.549722","15","1621","1910","1992","83","9.566467226","","","","","1910","1992","83","0.025","0.0007884","52.56"
"1199200","1","99","BIVANE","WELGELEGEN (27632104)","ZA","-27.528056","30.853889","953","969","1950","2018","69","10.04855733","","","","","1950","2018","69","4.784","0.150868224","158.3087345"
"1199300","1","99","BRAKSLOOT","PONGOLA (27632108)","ZA","-27.394722","31.6425","4","244","1972","1984","13","8.044280443","","","","","1972","1984","13","0.021","0.000662256","165.564"
"1199400","1","99","MAPUTO","WESTOE (27632207)","ZA","-26.504444","30.628056","531","1543","1951","1969","19","7.205950721","","","","","1951","1969","19","1.733","0.054651888","102.9225763"
"1199410","1","99","BONNIE BROOK","BROADHOLMS (27632208)","ZA","-26.483333","30.633889","108","1531","1951","2018","68","3.367017142","","","","","1951","2018","68","0.235","0.00741096","68.62"
"1199450","1","99","NGWEMPISI","BUSHMANS SPRUIT (27632204)","ZA","-26.750278","30.466389","463","1399","1950","1991","42","6.726007228","","","","","1950","1991","42","1.131","0.035667216","77.03502376"
"1199460","1","99","SWARTWATER","ZWARTWATER (27632206)","ZA","-27.114444","30.831389","183","1139","1950","2018","69","7.588240045","","","","","1950","2018","69","1.083","0.034153488","186.631082"
"1201100","1","1","MAJARDAH, WADI","GHARDIMAOU","TN","36.45","8.43","1480","192","","","","","1976","1979","4","0","1976","1979","4","2.988","0.094229568","63.66862703"
"1201150","1","1","MELLEGUE, OUED","K13","TN","36.12","8.5","9000","327","","","","","1976","1979","4","0","1976","1979","4","4.644","0.146453184","16.272576"
"1201500","1","1","MAJARDAH, WADI","SLOUGHIA","TN","36.58","9.52","20895","67","","","","","1976","1979","4","0","1976","1979","4","18.179","0.573292944","27.43684824"
"1204900","1","4","JOUMINE, OUED","DJEBEL ANTRA","TN","36.95","9.47","235","130","","","","","1976","1979","4","0","1976","1979","4","1.588","0.050079168","213.1028426"
"1216300","1","16","PAMPANA","MATOTOKA","SL","8.6667","-11.8667","2407","9","1971","1976","6","0","1976","1979","4","23.40425532","1971","1979","9","107.404","3.387092544","1407.184273"
"1216350","1","16","ROKEL CREEK","BUMBUNA","SL","9.033333","-11.75","3990","12","1970","1976","7","0","1976","1979","4","16.66666667","1970","1979","10","113.96","3.59384256","900.7124211"
"1216400","1","16","ROKEL CREEK","BADALA","SL","9.316667","-11.533333","2525","19","1970","1976","7","0","1976","1977","2","21.42857143","1970","1977","8","56.175","1.7715348","701.5979406"
"1216430","1","16","BUNDOYE","PALIMA","SL","8.1","-11.316667","361","14","1972","1976","5","0","1976","1979","4","2.173913043","1972","1979","8","16.643","0.524853648","1453.888222"
"1216450","1","16","SEWA","JAIAMA SAWAFE","SL","8.5667","-11.2667","6870","25","1971","1976","6","0","1976","1979","4","19.14893617","1971","1979","9","197.995","6.24397032","908.8748646"
"1216500","1","16","MABOA","DODO","SL","8.15","-11.15","57","27","1972","1976","5","0","1976","1978","3","3.448275862","1972","1978","7","2.656","0.083759616","1469.466947"
"1219500","1","19","MOA","MOA BRIDGE","SL","7.81667","-11.16667","17150","50","1971","1975","5","0","1976","1977","2","0","1971","1977","7","436.792","13.77467251","803.1879016"
"1234050","1","34","GOROUOL","DOLBEL","NE","14.62","0.3","7500","-999","1961","1988","28","9.04718966","1961","1988","28","8.841463415","1961","1988","28","9.112","0.287356032","38.3141376"
"1234080","1","34","GOROUOL","ALCONGUI","NE","14.75","0.6","44900","227","1961","1988","28","20.66720096","1957","1989","33","6.666666667","1957","1989","33","9.854","0.310755744","6.921063341"
"1234090","1","34","NIGER, RIVER","KANDADJI","NE","14.6167","0.9833","-999","-999","1975","2002","28","8.726020659","1975","2012","38","63.47438753","1975","2012","38","748.897","23.61721579","n.a."
"1234100","1","34","DARGOL","TERA","NE","14.02","0.75","2750","-999","1961","1987","27","20.26830283","1961","1987","27","20.25316456","1961","1987","27","2.873","0.090602928","32.94651927"
"1234120","1","34","DARGOL","KAKASSI","NE","13.85","1.47","6940","198","1957","1988","32","14.58533601","1957","1988","32","14.09574468","1957","1988","32","5.213","0.164397168","23.68835274"
"1234130","1","34","SIRBA","GARBE-KOUROU","NE","13.7333","1.6167","38750","287","1956","2002","47","23.67084914","1956","2010","55","54.58715596","1956","2010","55","22.485","0.70908696","18.29901832"
"1234150","1","34","NIGER, RIVER","NIAMEY","NE","13.52","2.09","700000","174.85","1929","2020","92","9.864088133","1929","2012","84","34.83033932","1929","2020","92","898.897","28.34761579","40.49659399"
"1234180","1","34","GOROUBI","DIONGORE AMONT","NE","12.96","2.32","15350","-999","1962","1988","27","22.86900074","1962","1988","27","22.97734628","1962","1988","27","5.708","0.180007488","11.72687218"
"1234190","1","34","DYAMONGOU","TAMOU","NE","12.74","2.24","4030","-999","1962","1981","20","7.36318408","1962","1981","20","6.926406926","1962","1981","20","2.892","0.091202112","22.63079702"
"1234200","1","34","TAPOA","CAMPEMENT DU DOUBLE VE","NE","12.47","2.42","5330","215","1963","1988","26","17.66706902","1963","1988","26","17.39130435","1963","1988","26","0.921","0.029044656","5.449278799"
"1234201","1","34","NIGER, RIVER","W","NE","12.5833","2.6167","-999","-999","1985","2002","18","34.06190172","2007","2009","3","20.83333333","1985","2009","25","666.071","21.00521506","n.a."
"1234250","1","34","NIGER, RIVER","GAYA","NE","11.88","3.4","1000000","-999","","","","","1952","1990","39","19.60784314","1952","1990","39","1100.748","34.71318893","34.71318893"
"1234500","1","34","MAJIA","TSERNAOUA","NE","13.88","5.33","2525","275","1976","1987","12","13.96810053","1976","1987","12","13.97058824","1976","1987","12","1.402","0.044213472","17.51028594"
"1234550","1","34","KORI DE BADEGUICHERI","BADEGUICHERI","NE","14.5","5.37","824","308","1976","1986","11","51.60349854","1976","1986","11","51.61290323","1976","1986","11","0.646","0.020372256","24.72361165"
"1234650","1","34","MARADI, RIVER","GUINDAM ROUMDJI","NE","13.67","6.77","8800","313","1976","1979","4","0.06844627","1976","1979","4","0","1976","1979","4","5.029","0.158594544","18.02210727"
"1234680","1","34","MARADI, RIVER","MADAROUNFA","NE","13.32","7.17","5400","355","1976","1979","4","0.137931034","1956","1979","24","8.510638298","1956","1979","24","5.858","0.184737888","34.21072"
"1234700","1","34","MARADI, RIVER","NIELLOUA","NE","13.15","7.22","4800","378","1976","1987","12","20.6138231","1976","1987","12","20.58823529","1976","1987","12","6.811","0.214791696","44.74827"
"1237500","1","37","KOMADOUGOU YOBE","BAGARA DIFFA","NE","13.28","12.6","115000","298","1976","1980","5","0.067024129","1967","1990","24","0","1967","1990","24","15.28","0.48187008","4.190174609"
"1253100","1","53","MALAGARASI","TARAGI ROAD BRIDGE","TZ","-4.03","30.58","8525","-999","","","","","1971","1979","9","5.555555556","1971","1979","9","67.863","2.140127568","251.041357"
"1253200","1","53","LUAMFI RIVER","MASOLO (55773170)","TZ","-7.466667","30.733333","484","-999","","","","","1978","1988","11","12.12121212","1978","1988","11","2.984","0.094103424","194.428562"
"1253210","1","53","SAMBA","MASOLO (55773181)","TZ","-7.466667","30.738889","526","-999","1975","1989","15","17.33358619","","","","","1975","1989","15","1.329","0.041911344","79.67936122"
"1253300","1","53","SAMVIA","YUNGA (55132016)","TZ","-8.4","31.133333","428","-999","1974","1980","7","2.485314053","","","","","1974","1980","7","1.813","0.057174768","133.5859065"
"1253350","1","53","KALAMBO RIVER","KALAMBO FALLS (55773185)","TZ","-8.6","31.1944","3835","-999","1975","1980","6","0.515168861","","","","","1975","1980","6","13.952","0.439990272","114.7301883"
"1255100","1","55","KUNENE RIVER","RUACANA (64740001)","NA","-17.4","14.2","89600","800","1961","2018","58","0","","","","","1961","2018","58","178.006","5.613597216","62.65175464"
"1255150","1","55","OMUHONGA","OMBUKU (64740002)","NA","-17.266","13.313","1620","820","1980","2018","39","15.05322569","","","","","1980","2018","39","0.143","0.004509648","2.783733333"
"1257100","1","57","OKAVANGO RIVER","RUNDU (64932101)","NA","-17.9","19.75","97300","1060","1945","2018","74","8.855145456","","","","","1945","2018","74","179.249","5.652796464","58.09657209"
"1257101","1","57","OKAVANGO RIVER","MUKWE (64932102)","NA","-18.033","21.417","206000","1100","1949","2018","70","0","","","","","1949","2018","70","314.545","9.91949112","48.15286951"
"1257200","1","57","OMATAKO","OUSEMA (64932301)","NA","-21.217","17.1","4970","1358","1961","2004","44","3.96121707","","","","","1961","2004","44","0.957","0.030179952","6.07242495"
"1258100","1","58","HOANIB","SESFONTEIN","NA","-19.174","13.571","11000","520","1976","2018","43","7.364900315","","","","","1976","2018","43","0.32","0.01009152","0.917410909"
"1258150","1","58","ABA-HUAB","ROOIBERG (64735002)","NA","-20.477","14.588","1570","740","1974","2018","45","6.951265584","","","","","1974","2018","45","0.115","0.00362664","2.309961783"
"1258200","1","58","UGAB","VINGERKLIP (64734002)","NA","-20.4","15.467","14200","910","1967","2017","51","2.61369863","","","","","1967","2017","51","0.391","0.012330576","0.868350423"
"1258201","1","58","UGAB","UGAB SLAB (64734003)","NA","-21.067","13.8","28900","100","1977","2017","41","7.201632098","","","","","1977","2017","41","0.142","0.004478112","0.154951972"
"1258202","1","58","UGAB","PETERSBURG (64734001)","NA","-20.2","16.133","7720","1140","1961","2017","57","0.116200252","","","","","1961","2017","57","0.087","0.002743632","0.355392746"
"1258300","1","58","OMARURU","ETEMBA (64733002)","NA","-21.433","15.667","3810","1072","1967","2017","51","0","","","","","1967","2017","51","0.794","0.025039584","6.572069291"
"1258301","1","58","OMARURU","OMBURO (64733003)","NA","-21.3","16.2","1320","1325","1974","2017","44","0.445349281","","","","","1974","2017","44","0.842","0.026553312","20.11614545"
"1258350","1","58","KHAN","AMEIB (64732004)","NA","-21.817","15.617","4010","1210","1967","2017","51","9.614753201","","","","","1967","2017","51","0.245","0.00772632","1.926763092"
"1258355","1","58","DAWIB","DAWIB (64732005)","NA","-21.867","15.567","554","940","1978","2018","41","15.95987548","","","","","1978","2018","41","0.045","0.00141912","2.561588448"
"1258400","1","58","SWAKOP","WESTFALENHOF (64732003)","NA","-22.267","16.417","8860","1040","1962","2017","56","17.56863131","","","","","1962","2017","56","0.491","0.015484176","1.747649661"
"1258500","1","58","KUISEB","GOBABEB","NA","-23.5","14.967","11700","360","1977","2018","42","1.192390139","","","","","1977","2018","42","0.456","0.014380416","1.229095385"
"1258501","1","58","KUISEB","SCHLESIEN WEIR (64731001)","NA","-23.267","15.8","6520","800","1961","2018","58","3.375286041","","","","","1961","2018","58","0.422","0.013308192","2.041133742"
"1258502","1","58","KUISEB","US (64731002)","NA","-22.717","16.6","276","1280","1976","2018","43","4.276015146","","","","","1976","2018","43","0.224","0.007064064","25.59443478"
